Site;Date;PE (kg);Gaz (kWh);Electricité (kWh);Gaz (kWh/kg);Electricité (kWh/kg)
PTWE89;2023-07-12;748627.2;1924416.0;15049.5;2.5705932138185736;0.020102796158087764
PTWE35;2023-07-13;24111755.136;65648448.0;136739.99999999997;2.722673966690369;0.00567109276071905
PTWE42 Andrézieux;2023-07-13;1504051.2;2789568.0;21801.5;1.854702818627451;0.014495184738391885
PTWE89;2023-07-13;679680.0;1832832.0;5300.75;2.6966101694915254;0.007798890654425612
PTWE35;2023-07-14;0.0;0.0;896.1666666666667;;
PTWE42 Andrézieux;2023-07-14;0.0;0.0;235.16666666666663;;
PTWE89;2023-07-14;0.0;0.0;373.75;;
PTWE35;2023-07-15;0.0;0.0;355.58333333333337;;
PTWE42 Andrézieux;2023-07-15;0.0;0.0;68.91666666666666;;
PTWE89;2023-07-15;0.0;0.0;370.3333333333333;;
PTWE35;2023-07-16;0.0;6163776.0;354.75;;
PTWE42 Andrézieux;2023-07-16;0.0;490176.0;63.58333333333333;;
PTWE89;2023-07-16;0.0;647424.0;369.3333333333333;;
PTWE35;2023-07-17;23608920.96;82776384.0;103971.0;3.5061485503825414;0.0044038861486365875
PTWE42 Andrézieux;2023-07-17;1547712.0;4079808.0;19448.416666666668;2.636025307033867;0.01256591450261203
PTWE89;2023-07-17;604800.0;2828160.0;7670.333333333333;4.6761904761904765;0.012682429453262787
PTWE35;2023-07-18;17986209.408;70493760.0;148594.16666666666;3.9193227656209437;0.008261561026892869
PTWE42 Andrézieux;2023-07-18;1658534.4;2794176.0;21502.0;1.684725984580121;0.012964458259050883
PTWE89;2023-07-18;1628985.6;2608704.0;22302.0;1.601428520915102;0.013690728757823272
PTWE35;2023-07-19;20914032.383999996;80604288.0;176160.08333333337;3.8540768475459206;0.008423056830881754
PTWE42 Andrézieux;2023-07-19;1531929.6;3768768.0;17211.666666666664;2.460144382613927;0.011235285659776183
PTWE89;2023-07-19;0.0;2805120.0;1851.25;;
PTWE35;2023-07-20;21660842.88;85280256.0;181068.75;3.9370700610520286;0.008359266119195451
PTWE42 Andrézieux;2023-07-20;1601164.8;3709440.0;24333.833333333332;2.316713432621052;0.01519758199364196
PTWE89;2023-07-20;1031270.4;1876032.0;13743.75;1.8191465594280607;0.013327009094801907
PTWE35;2023-07-21;24090877.44;70113600.0;167407.9166666667;2.9103796727463656;0.006949016991332412
PTWE42 Andrézieux;2023-07-21;2087308.8;2551680.0;24210.0;1.2224736464484796;0.011598667144985926
PTWE89;2023-07-21;1323936.0;1005696.0;13038.666666666666;0.7596258429410485;0.009848411604991983
PTWE35;2023-07-22;0.0;0.0;900.5833333333334;;
PTWE42 Andrézieux;2023-07-22;0.0;0.0;103.08333333333334;;
PTWE89;2023-07-22;0.0;0.0;183.0;;
PTWE35;2023-07-23;0.0;4534272.0;236.83333333333331;;
PTWE42 Andrézieux;2023-07-23;0.0;650304.0;65.33333333333334;;
PTWE89;2023-07-23;0.0;684864.0;183.83333333333331;;
PTWE35;2023-07-24;22238893.44;59011200.0;112477.74999999999;2.6535133215692945;0.005057704435855239
PTWE42 Andrézieux;2023-07-24;1468800.0;3576384.0;17842.0;2.434901960784314;0.012147331154684096
PTWE89;2023-07-24;0.0;2795904.0;1876.8333333333335;;
PTWE35;2023-07-25;13484219.904;70512768.0;106192.0;5.229280485041844;0.007875279456729929
PTWE42 Andrézieux;2023-07-25;2145600.0;2727936.0;20726.833333333336;1.2714093959731543;0.00966015722097937
PTWE89;2023-07-25;1550396.16;2306304.0;36372.33333333333;1.4875578639204061;0.023460025425587568
PTWE35;2023-07-26;18536636.16;76199616.0;156778.66666666666;4.110757493553782;0.008457773315148602
PTWE42 Andrézieux;2023-07-26;966297.6;3789504.0;19177.5;3.921673819742489;0.019846370310761405
PTWE89;2023-07-26;0.0;2637504.0;1022.5;;
PTWE35;2023-07-27;22450538.88;78331968.0;160579.1666666667;3.4890907705463508;0.0071525751575485874
PTWE42 Andrézieux;2023-07-27;1850803.2;3029184.0;20667.416666666664;1.6366861695506039;0.011166728405627711
PTWE89;2023-07-27;1284203.52;2183040.0;25716.5;1.6999174710251534;0.02002525269514913
PTWE35;2023-07-28;20427890.688;70096320.0;179419.5;3.4314027361217883;0.00878306540505412
PTWE42 Andrézieux;2023-07-28;1568102.4;2013696.0;21474.25;1.2841610343814283;0.01369441817065008
PTWE89;2023-07-28;339840.0;1633536.0;1401.75;4.806779661016949;0.004124735169491525
PTWE35;2023-07-29;0.0;0.0;809.1666666666667;;
PTWE42 Andrézieux;2023-07-29;0.0;0.0;112.33333333333334;;
PTWE89;2023-07-29;0.0;0.0;189.16666666666669;;
PTWE35;2023-07-30;0.0;5519232.0;253.33333333333334;;
PTWE42 Andrézieux;2023-07-30;0.0;427968.0;75.16666666666666;;
PTWE89;2023-07-30;0.0;0.0;180.33333333333334;;
PTWE35;2023-07-31;22173212.16;78947136.0;136940.66666666666;3.560473576418438;0.006175950767913757
PTWE42 Andrézieux;2023-07-31;1421913.6;3155904.0;14075.0;2.2194766264279346;0.009898632378226075
PTWE89;2023-07-31;45757.44;965376.0;6053.0;21.097683786505538;0.13228449843347878
PTWE35;2023-08-01;21377170.944000002;73954944.0;160554.6666666667;3.459529055258697;0.00751056662676546
PTWE42 Andrézieux;2023-08-01;1968192.0;2938752.0;12906.25;1.4931226221832017;0.006557414114070172
PTWE89;2023-08-01;181232.63999999998;959040.0;13283.833333333332;5.2917620137299775;0.07329713529159722
PTWE35;2023-08-02;20680876.799999997;73334592.0;153282.66666666666;3.5460098094100156;0.00741180696297493
PTWE42 Andrézieux;2023-08-02;1787904.0;2832768.0;12956.25;1.5844072164948453;0.007246613912156357
PTWE89;2023-08-02;0.0;1010880.0;1516.1666666666665;;
PTWE35;2023-08-03;22306243.968000002;62099136.0;149864.0;2.7839351209950864;0.006718477580312995
PTWE42 Andrézieux;2023-08-03;1809792.0;2913408.0;13225.000000000002;1.6098026734563973;0.007307469587665324
PTWE89;2023-08-03;185333.75999999998;944064.0;9643.833333333334;5.093858776727997;0.05203495214975046
PTWE35;2023-08-04;21814652.159999996;0.0;43474.74999999999;;0.0019929151141688433
PTWE42 Andrézieux;2023-08-04;2223360.0;633024.0;10395.0;0.28471502590673575;0.0046753562176165804
PTWE89;2023-08-04;78336.0;626112.0;789.6666666666667;7.992647058823529;0.010080507897603487
PTWE35;2023-08-05;0.0;0.0;249.16666666666666;;
PTWE42 Andrézieux;2023-08-05;0.0;0.0;12.75;;
PTWE89;2023-08-05;0.0;0.0;121.5;;
PTWE35;2023-08-06;0.0;0.0;231.75;;
PTWE42 Andrézieux;2023-08-06;0.0;0.0;13.166666666666664;;
PTWE89;2023-08-06;0.0;0.0;124.5;;
PTWE35;2023-08-07;0.0;0.0;541.9166666666666;;
PTWE42 Andrézieux;2023-08-07;0.0;0.0;85.91666666666666;;
PTWE89;2023-08-07;0.0;0.0;117.08333333333334;;
PTWE35;2023-08-08;0.0;0.0;575.9166666666666;;
PTWE42 Andrézieux;2023-08-08;0.0;0.0;44.33333333333333;;
PTWE89;2023-08-08;0.0;0.0;124.25;;
PTWE35;2023-08-09;0.0;141696.0;483.66666666666663;;
PTWE42 Andrézieux;2023-08-09;0.0;0.0;51.833333333333336;;
PTWE89;2023-08-09;0.0;0.0;121.33333333333333;;
PTWE35;2023-08-10;0.0;2014848.0;618.5833333333334;;
PTWE42 Andrézieux;2023-08-10;0.0;0.0;39.24999999999999;;
PTWE89;2023-08-10;0.0;0.0;121.91666666666664;;
PTWE35;2023-08-11;0.0;0.0;266.66666666666663;;
PTWE42 Andrézieux;2023-08-11;0.0;0.0;14.250000000000002;;
PTWE89;2023-08-11;0.0;0.0;123.74999999999999;;
PTWE35;2023-08-12;0.0;0.0;246.16666666666663;;
PTWE42 Andrézieux;2023-08-12;0.0;0.0;15.916666666666666;;
PTWE89;2023-08-12;0.0;0.0;109.83333333333333;;
PTWE35;2023-08-13;0.0;0.0;236.08333333333331;;
PTWE42 Andrézieux;2023-08-13;0.0;0.0;14.749999999999998;;
PTWE89;2023-08-13;0.0;0.0;124.66666666666666;;
PTWE35;2023-08-14;0.0;0.0;245.66666666666666;;
PTWE42 Andrézieux;2023-08-14;0.0;0.0;14.333333333333332;;
PTWE89;2023-08-14;0.0;0.0;124.25;;
PTWE35;2023-08-15;0.0;0.0;255.41666666666663;;
PTWE42 Andrézieux;2023-08-15;0.0;0.0;14.666666666666666;;
PTWE89;2023-08-15;0.0;0.0;127.00000000000001;;
PTWE35;2023-08-16;0.0;0.0;254.0833333333333;;
PTWE42 Andrézieux;2023-08-16;0.0;0.0;14.333333333333334;;
PTWE89;2023-08-16;0.0;0.0;124.16666666666666;;
PTWE35;2023-08-17;0.0;0.0;260.91666666666663;;
PTWE42 Andrézieux;2023-08-17;0.0;0.0;14.916666666666666;;
PTWE89;2023-08-17;0.0;0.0;125.91666666666667;;
PTWE35;2023-08-18;0.0;0.0;247.25;;
PTWE42 Andrézieux;2023-08-18;0.0;0.0;15.166666666666666;;
PTWE89;2023-08-18;0.0;0.0;125.0;;
PTWE35;2023-08-19;0.0;0.0;236.5;;
PTWE42 Andrézieux;2023-08-19;0.0;0.0;15.666666666666666;;
PTWE89;2023-08-19;0.0;0.0;125.66666666666667;;
PTWE35;2023-08-20;0.0;0.0;219.41666666666666;;
PTWE42 Andrézieux;2023-08-20;0.0;0.0;15.666666666666666;;
PTWE89;2023-08-20;0.0;0.0;125.16666666666667;;
PTWE35;2023-08-21;0.0;0.0;227.75;;
PTWE42 Andrézieux;2023-08-21;0.0;0.0;16.333333333333332;;
PTWE89;2023-08-21;0.0;0.0;124.5;;
PTWE35;2023-08-22;0.0;0.0;231.33333333333331;;
PTWE42 Andrézieux;2023-08-22;0.0;0.0;16.166666666666664;;
PTWE89;2023-08-22;0.0;0.0;124.16666666666664;;
PTWE35;2023-08-23;0.0;0.0;249.75;;
PTWE42 Andrézieux;2023-08-23;0.0;0.0;16.25;;
PTWE89;2023-08-23;0.0;0.0;124.75;;
PTWE35;2023-08-24;0.0;0.0;233.41666666666669;;
PTWE42 Andrézieux;2023-08-24;0.0;0.0;16.416666666666664;;
PTWE89;2023-08-24;0.0;0.0;126.66666666666666;;
PTWE35;2023-08-25;0.0;0.0;198.5;;
PTWE42 Andrézieux;2023-08-25;0.0;0.0;16.166666666666664;;
PTWE89;2023-08-25;0.0;0.0;129.16666666666666;;
PTWE35;2023-08-26;0.0;0.0;192.08333333333331;;
PTWE42 Andrézieux;2023-08-26;0.0;0.0;12.583333333333332;;
PTWE89;2023-08-26;0.0;0.0;124.75;;
PTWE35;2023-08-27;0.0;3286656.0;189.16666666666666;;
PTWE42 Andrézieux;2023-08-27;0.0;0.0;12.75;;
PTWE89;2023-08-27;0.0;0.0;127.66666666666667;;
PTWE35;2023-08-28;0.0;57540672.0;3483.75;;
PTWE42 Andrézieux;2023-08-28;0.0;0.0;621.75;;
PTWE89;2023-08-28;757370.88;2362176.0;10735.5;3.1189157945972257;0.014174693381398555
PTWE35;2023-08-29;14153408.64;58102272.0;146240.0;4.10517872251585;0.010332493303888666
PTWE42 Andrézieux;2023-08-29;1355328.0;0.0;8057.5;;0.005945055366671389
PTWE89;2023-08-29;809210.88;2782656.0;17555.25;3.4387278628779683;0.021694283200937685
PTWE35;2023-08-30;16666508.16;68179968.0;147647.83333333334;4.0908369854960664;0.008858954252198521
PTWE42 Andrézieux;2023-08-30;1453248.0;0.0;7615.666666666666;;0.005240445310550344
PTWE89;2023-08-30;737913.6000000001;2803968.0;16698.75;3.799859495745843;0.022629681848931906
PTWE35;2023-08-31;18642185.856;71699904.0;188657.3333333333;3.8461103517495157;0.010119914842100656
PTWE42 Andrézieux;2023-08-31;1669248.0;0.0;7726.999999999999;;0.004629030557472586
PTWE89;2023-08-31;744445.4400000001;2411136.0;11409.75;3.238835071647426;0.015326509354399429
PTWE35;2023-09-01;20116826.496;54235008.0;158001.25;2.696002175630635;0.007854183662190293
PTWE42 Andrézieux;2023-09-01;1665216.0;0.0;5640.0;;0.0033869479995387985
PTWE89;2023-09-01;463357.44;1829376.0;7065.75;3.9480881109840387;0.015249026755672683
PTWE35;2023-09-02;17323600.895999998;0.0;27223.833333333336;;0.0015714881390288373
PTWE42 Andrézieux;2023-09-02;944064.0;0.0;720.8333333333333;;0.0007635428671502496
PTWE89;2023-09-02;0.0;0.0;177.75000000000003;;
PTWE35;2023-09-03;0.0;4299264.0;226.24999999999997;;
PTWE42 Andrézieux;2023-09-03;0.0;0.0;72.25;;
PTWE89;2023-09-03;0.0;0.0;176.33333333333334;;
PTWE35;2023-09-04;0.0;79605504.0;4356.583333333333;;
PTWE42 Andrézieux;2023-09-04;0.0;0.0;655.3333333333333;;
PTWE89;2023-09-04;0.0;2745792.0;2001.1666666666665;;
PTWE35;2023-09-05;21880924.416000005;77499072.0;234066.91666666666;3.5418554777023177;0.010697304748948802
PTWE42 Andrézieux;2023-09-05;1772928.0;0.0;11490.5;;0.006481086654393184
PTWE89;2023-09-05;809210.88;2786688.0;18833.25;3.443710494846535;0.023273599583831597
PTWE35;2023-09-06;21487538.303999998;78390720.0;208269.74999999997;3.648194543783884;0.009692583070869018
PTWE42 Andrézieux;2023-09-06;1692288.0;0.0;11499.833333333332;;0.0067954351347603555
PTWE89;2023-09-06;809210.88;2863296.0;15577.5;3.5383805022493022;0.01925023548867756
PTWE35;2023-09-07;23933681.279999997;81646272.0;191526.3333333333;3.411354527739412;0.008002376696366425
PTWE42 Andrézieux;2023-09-07;1677888.0;0.0;10616.666666666666;;0.0063273988887617445
PTWE89;2023-09-07;0.0;2801664.0;1357.25;;
PTWE35;2023-09-08;23376643.2;65549952.0;181136.66666666666;2.8040789021410912;0.007748617503246431
PTWE42 Andrézieux;2023-09-08;1693440.0;0.0;10973.666666666668;;0.006480103615520283
PTWE89;2023-09-08;1944115.2;1574784.0;10861.5;0.8100260725290354;0.005586860284822628
PTWE35;2023-09-09;0.0;0.0;1025.5833333333333;;
PTWE42 Andrézieux;2023-09-09;0.0;0.0;124.00000000000001;;
PTWE89;2023-09-09;0.0;0.0;179.58333333333334;;
PTWE35;2023-09-10;0.0;7057152.0;288.5833333333333;;
PTWE42 Andrézieux;2023-09-10;0.0;0.0;75.66666666666666;;
PTWE89;2023-09-10;0.0;0.0;178.24999999999997;;
PTWE35;2023-09-11;22473711.36;72569088.0;144004.0;3.229065588568634;0.006407664390328808
PTWE42 Andrézieux;2023-09-11;1412121.6;0.0;8542.333333333332;;0.0060492901838859565
PTWE89;2023-09-11;832193.2799999999;2747520.0;16147.499999999998;3.3015407190022015;0.019403545291786062
PTWE35;2023-09-12;19686326.4;76111488.0;197653.33333333334;3.8662108132068767;0.010040132898199501
PTWE42 Andrézieux;2023-09-12;1315123.2;0.0;10639.416666666668;;0.008090053210730879
PTWE89;2023-09-12;0.0;2851200.0;1566.3333333333335;;
PTWE35;2023-09-13;26148109.824;78098688.0;203296.8333333333;2.986781397419298;0.007774819468852683
PTWE42 Andrézieux;2023-09-13;1181952.0;0.0;9823.666666666666;;0.008311392227997977
PTWE89;2023-09-13;1669109.76;2880576.0;26286.249999999996;1.7258158025509358;0.0157486647253204
PTWE35;2023-09-14;24798821.759999998;72693504.0;201329.58333333334;2.93132894391189;0.00811851406819956
PTWE42 Andrézieux;2023-09-14;1162713.6;0.0;10858.25;;0.009338714194105925
PTWE89;2023-09-14;0.0;2742912.0;963.1666666666667;;
PTWE35;2023-09-15;20164636.799999997;55306368.0;190598.75000000003;2.7427405982338353;0.009452129085707115
PTWE42 Andrézieux;2023-09-15;1338969.6;0.0;12062.5;;0.009008793030103147
PTWE89;2023-09-15;1251832.32;1650816.0;11623.75;1.3187197467469125;0.009285388956885215
PTWE35;2023-09-16;0.0;0.0;1217.25;;
PTWE42 Andrézieux;2023-09-16;0.0;0.0;120.91666666666667;;
PTWE89;2023-09-16;0.0;0.0;183.5;;
PTWE35;2023-09-17;0.0;4102272.0;608.5833333333334;;
PTWE42 Andrézieux;2023-09-17;0.0;0.0;73.58333333333334;;
PTWE89;2023-09-17;0.0;0.0;180.83333333333331;;
PTWE35;2023-09-18;17400099.456;68897088.0;140596.91666666666;3.9595801262068373;0.008080236381533165
PTWE42 Andrézieux;2023-09-18;1033113.6;0.0;9378.0;;0.009077414139161463
PTWE89;2023-09-18;0.0;2688192.0;931.1666666666667;;
PTWE35;2023-09-19;17068738.176;71245440.0;169822.00000000006;4.1740308665684935;0.009949300191316032
PTWE42 Andrézieux;2023-09-19;1333209.6;0.0;14819.999999999998;;0.011116031567729483
PTWE89;2023-09-19;676730.88;2611584.0;9554.166666666666;3.859117526896364;0.014118118367328923
PTWE35;2023-09-20;19550954.880000003;70473024.0;175158.0;3.6045822023808993;0.008959050904423138
PTWE42 Andrézieux;2023-09-20;1236211.2;0.0;14155.000000000002;;0.011450308814545607
PTWE89;2023-09-20;609972.48;2638080.0;16615.833333333332;4.324916429016601;0.027240299977686424
PTWE35;2023-09-21;21112876.8;66199680.0;197850.0;3.135512068161171;0.009371058329673007
PTWE42 Andrézieux;2023-09-21;1905984.0;0.0;16144.5;;0.008470427873476377
PTWE89;2023-09-21;683712.0;2615040.0;16233.750000000002;3.8247683235046335;0.023743549915754003
PTWE35;2023-09-22;18503679.744;63459072.0;147712.50000000003;3.4295379555829824;0.007982871625731485
PTWE42 Andrézieux;2023-09-22;1528704.0;0.0;14654.0;;0.009585897596918698
PTWE89;2023-09-22;1095736.32;1711296.0;7005.416666666666;1.561777198368308;0.006393341663317928
PTWE35;2023-09-23;0.0;0.0;1290.5;;
PTWE42 Andrézieux;2023-09-23;0.0;0.0;90.41666666666666;;
PTWE89;2023-09-23;0.0;0.0;171.50000000000003;;
PTWE35;2023-09-24;0.0;3062016.0;646.6666666666667;;
PTWE42 Andrézieux;2023-09-24;0.0;0.0;60.5;;
PTWE89;2023-09-24;0.0;0.0;171.16666666666669;;
PTWE35;2023-09-25;20131248.383999996;69292800.0;92242.00000000001;3.4420518130943556;0.004582030793148056
PTWE42 Andrézieux;2023-09-25;907430.4;3710016.0;11640.000000000002;4.088485464009141;0.012827430070669884
PTWE89;2023-09-25;0.0;0.0;1975.4166666666665;;
PTWE35;2023-09-26;19274492.16;65124864.0;125479.66666666667;3.3788108895108757;0.006510141259496959
PTWE42 Andrézieux;2023-09-26;1770163.2;3244608.0;18500.0;1.8329428608616427;0.010451013782232057
PTWE89;2023-09-26;598970.88;2681856.0;19728.333333333332;4.477439704581298;0.032937049182313057
PTWE35;2023-09-27;20255996.16;56391552.0;119518.0;2.783943655723916;0.005900376316027106
PTWE42 Andrézieux;2023-09-27;1609113.6;3483648.0;19165.0;2.1649484536082473;0.011910284022209495
PTWE89;2023-09-27;1359221.76;2718144.0;24709.5;1.999779638607316;0.018179152752822322
PTWE35;2023-09-28;16430688.0;68354496.0;144682.1666666667;4.160172477257191;0.008805606111361051
PTWE42 Andrézieux;2023-09-28;1746777.6;3330432.0;16658.25;1.9066147859922178;0.009536560349754886
PTWE89;2023-09-28;0.0;2632320.0;1930.0833333333335;;
PTWE35;2023-09-29;18114824.448;46410624.0;113117.66666666666;2.562024497296415;0.0062444804249348175
PTWE42 Andrézieux;2023-09-29;1756339.2;2521152.0;16145.25;1.4354584809130264;0.009192558020683021
PTWE89;2023-09-29;0.0;1741248.0;1237.3333333333335;;
PTWE35;2023-09-30;0.0;0.0;864.0;;
PTWE42 Andrézieux;2023-09-30;0.0;0.0;100.16666666666667;;
PTWE89;2023-09-30;0.0;0.0;182.41666666666666;;
PTWE35;2023-10-01;0.0;3855168.0;316.9166666666667;;
PTWE42 Andrézieux;2023-10-01;0.0;649728.0;69.83333333333333;;
PTWE89;2023-10-01;0.0;0.0;182.74999999999997;;
PTWE35;2023-10-02;17343472.895999998;66837312.0;77894.66666666667;3.853744425974511;0.004491295782209333
PTWE42 Andrézieux;2023-10-02;1935590.4;3802752.0;16197.499999999998;1.964647065825497;0.00836824774497745
PTWE89;2023-10-02;1066936.32;2453760.0;23394.833333333336;2.2998186058564394;0.021927113075814436
PTWE35;2023-10-03;17549415.936;62225280.0;113846.74999999999;3.5457180014950898;0.0064872101963496355
PTWE42 Andrézieux;2023-10-03;2023257.6;3613248.0;22690.0;1.7858566304162158;0.011214587801375365
PTWE89;2023-10-03;0.0;2714688.0;1421.75;;
PTWE35;2023-10-04;18704756.735999998;62475840.0;103656.25000000001;3.3401043853062387;0.005541705324640691
PTWE42 Andrézieux;2023-10-04;1529740.8;3536640.0;17500.0;2.3119210783944575;0.011439846541322556
PTWE89;2023-10-04;0.0;2507904.0;1820.583333333333;;
PTWE35;2023-10-05;18355133.952;65601792.0;92831.83333333333;3.574029596926583;0.0050575404993554
PTWE42 Andrézieux;2023-10-05;1742054.4;2919168.0;19090.75;1.6757042719217035;0.010958756511851754
PTWE89;2023-10-05;50112.0;2887488.0;4241.0;57.62068965517241;0.08463042784163474
PTWE35;2023-10-06;19994729.472000003;55641600.0;96586.0;2.782813344782622;0.004830572983508281
PTWE42 Andrézieux;2023-10-06;1914393.6;2245248.0;19600.0;1.1728246479720783;0.010238228961902088
PTWE89;2023-10-06;849600.0;251136.0;1204.3333333333335;0.29559322033898305;0.001417529817953547
PTWE35;2023-10-07;19334723.328;0.0;42091.50000000001;;0.0021769900342480867
PTWE42 Andrézieux;2023-10-07;1154995.2;0.0;1746.25;;0.0015119110451714433
PTWE89;2023-10-07;371520.0;0.0;598.25;;0.0016102767011197245
PTWE35;2023-10-08;0.0;3896640.0;631.5;;
PTWE42 Andrézieux;2023-10-08;0.0;444096.0;75.33333333333334;;
PTWE89;2023-10-08;0.0;0.0;197.91666666666666;;
PTWE35;2023-10-09;0.0;61905600.0;3245.7499999999995;;
PTWE42 Andrézieux;2023-10-09;0.0;2374272.0;675.8333333333333;;
PTWE89;2023-10-09;0.0;2965248.0;1670.9166666666665;;
PTWE35;2023-10-10;17207493.12;65947392.0;102746.00000000001;3.832481090656394;0.005971003404358764
PTWE42 Andrézieux;2023-10-10;783129.6;3093120.0;8590.0;3.949691085613416;0.010968810270994738
PTWE89;2023-10-10;1979331.8399999999;2969856.0;30303.916666666664;1.5004336008660377;0.015310174905622023
PTWE35;2023-10-11;20999900.160000004;60663168.0;115247.25;2.8887360195906755;0.0054879903771885355
PTWE42 Andrézieux;2023-10-11;1728000.0;2602368.0;10999.333333333334;1.506;0.0063653549382716055
PTWE89;2023-10-11;992206.08;2965248.0;16328.25;2.988540445146234;0.016456510728093905
PTWE35;2023-10-12;19116552.96;63218880.0;111503.16666666666;3.3070229832899747;0.0058328071436298656
PTWE42 Andrézieux;2023-10-12;1160640.0;3021120.0;7718.333333333333;2.6029776674937963;0.006650066629905339
PTWE89;2023-10-12;989268.48;2835072.0;11690.25;2.8658266762931737;0.011817065070141526
PTWE35;2023-10-13;18960791.040000003;55256256.0;105920.00000000001;2.914237907238705;0.005586264822841484
PTWE42 Andrézieux;2023-10-13;1304524.8;1335168.0;10128.0;1.023489932885906;0.007763746614859296
PTWE89;2023-10-13;0.0;1668096.0;1127.0833333333333;;
PTWE35;2023-10-14;0.0;0.0;1088.6666666666667;;
PTWE42 Andrézieux;2023-10-14;0.0;0.0;101.5;;
PTWE89;2023-10-14;0.0;0.0;217.74999999999997;;
PTWE35;2023-10-15;0.0;4492800.0;336.25;;
PTWE42 Andrézieux;2023-10-15;0.0;646272.0;76.83333333333334;;
PTWE89;2023-10-15;0.0;0.0;216.0;;
PTWE35;2023-10-16;20276939.520000003;69113088.0;88475.99999999999;3.4084575698334967;0.004363380376645715
PTWE42 Andrézieux;2023-10-16;834508.8;3264192.0;10357.666666666668;3.911512976256212;0.012411692562938422
PTWE89;2023-10-16;495613.44;2714688.0;8841.75;5.477430152015248;0.017840012571087662
PTWE35;2023-10-17;18208364.544;65596608.0;127853.74999999999;3.6025535320038022;0.0070217042113279865
PTWE42 Andrézieux;2023-10-17;1058342.4;3005568.0;12738.833333333332;2.8398824425819096;0.012036589796774024
PTWE89;2023-10-17;642286.08;2927232.0;14539.333333333332;4.5575205366431115;0.022636849506894704
PTWE35;2023-10-18;17889451.776;65200896.0;116374.5;3.6446559020590974;0.006505202141304568
PTWE42 Andrézieux;2023-10-18;1170662.4;3201408.0;12318.833333333332;2.7346978941153317;0.01052295976477363
PTWE89;2023-10-18;1623260.1600000001;2833920.0;26458.75;1.745819967638459;0.016299759368208728
PTWE35;2023-10-19;21080065.536;68762304.0;123413.33333333333;3.2619587392918437;0.005854504252966917
PTWE42 Andrézieux;2023-10-19;1327680.0;3052800.0;13901.250000000002;2.299349240780911;0.010470331706435286
PTWE89;2023-10-19;857571.84;2935872.0;14882.666666666668;3.42347062142339;0.017354425568202738
PTWE35;2023-10-20;19996830.720000003;59997888.0;116772.75;3.0003698506080063;0.005839562860489124
PTWE42 Andrézieux;2023-10-20;1863360.0;2602944.0;13554.666666666668;1.3969088098918083;0.007274314499971378
PTWE89;2023-10-20;420433.92;1613376.0;3744.0;3.8374068391056557;0.008905085488820692
PTWE35;2023-10-21;0.0;0.0;997.5;;
PTWE42 Andrézieux;2023-10-21;0.0;0.0;113.33333333333334;;
PTWE89;2023-10-21;0.0;0.0;213.99999999999997;;
PTWE35;2023-10-22;0.0;3089664.0;385.58333333333337;;
PTWE42 Andrézieux;2023-10-22;0.0;502272.0;73.08333333333333;;
PTWE89;2023-10-22;0.0;0.0;215.83333333333334;;
PTWE35;2023-10-23;21122657.28;61962624.0;87282.0;2.933467280116756;0.0041321505548756405
PTWE42 Andrézieux;2023-10-23;3815193.6;3321792.0;13200.5;0.8706745576423697;0.003459981690051063
PTWE89;2023-10-23;762324.4800000001;2955456.0;12273.333333333334;3.8769002931665;0.01609988089761112
PTWE35;2023-10-24;13869135.36;66833856.0;135973.75;4.81889131984072;0.009804053855596663
PTWE42 Andrézieux;2023-10-24;1664409.6;3364992.0;13956.0;2.021733111849391;0.008384955241786637
PTWE89;2023-10-24;0.0;2871360.0;930.0000000000001;;
PTWE35;2023-10-25;16960907.520000003;68539392.0;116274.16666666667;4.041021503075797;0.006855421299217523
PTWE42 Andrézieux;2023-10-25;1869696.0;0.0;13308.75;;0.00711813578250154
PTWE89;2023-10-25;0.0;2813760.0;1587.9166666666665;;
PTWE35;2023-10-26;22222045.44;60654528.0;127679.74999999999;2.7294754735232867;0.005745634457671236
PTWE42 Andrézieux;2023-10-26;1933056.0;0.0;12595.0;;0.006515589822540061
PTWE89;2023-10-26;744698.88;2871936.0;10083.0;3.856506404306664;0.013539700771404409
PTWE35;2023-10-27;20070664.704000004;0.0;49455.00000000001;;0.0024640439531703113
PTWE42 Andrézieux;2023-10-27;949248.0;0.0;9881.0;;0.010409292408306365
PTWE89;2023-10-27;1084538.8800000001;1096128.0;9830.333333333334;1.0106857579877633;0.009064067240570788
PTWE35;2023-10-28;0.0;0.0;403.74999999999994;;
PTWE42 Andrézieux;2023-10-28;0.0;0.0;119.91666666666666;;
PTWE89;2023-10-28;0.0;0.0;241.83333333333334;;
PTWE35;2023-10-29;0.0;3558600.0;418.75;;
PTWE42 Andrézieux;2023-10-29;0.0;0.0;74.58333333333334;;
PTWE89;2023-10-29;0.0;0.0;248.5;;
PTWE35;2023-10-30;0.0;58582656.0;3351.0833333333335;;
PTWE42 Andrézieux;2023-10-30;1212825.6;0.0;8005.833333333334;;0.0066009765405127775
PTWE89;2023-10-30;0.0;2238336.0;1963.0833333333333;;
PTWE35;2023-10-31;15728843.52;54119232.0;116087.24999999999;3.4407635838696424;0.007380533085753528
PTWE42 Andrézieux;2023-10-31;1333555.2;0.0;7162.833333333333;;0.0053712312271238065
PTWE89;2023-10-31;0.0;2809728.0;2077.4166666666665;;
PTWE35;2023-11-01;0.0;3373056.0;699.4999999999999;;
